id,inputSetence1,inputSetence2,inputSetence3,inputSetence4,randomFifthSentence1,randomFifthSentence2,answerRightEnd
54,"POZZO:(with magnanimous gesture). Let's say no more about it. (He jerks the rope.) Uppig! (Pause.) Every time he drops he falls asleep. (Jerks the rope.) Up hog! (Noiseof Lucky getting up and picking up his baggage. Pozzo jerks the rope.) Back!(Enter Lucky backwards.) Stop! (Lucky stops.) Turn! (Lucky turns. To Vladimirand Estragon, affably.) Gentlemen, I am happy to have met you. (Before theirincredulous expression.) Yes yes, sincerely happy. (He jerks the rope.) Closer!(Lucky advances.) Stop! (Lucky stops.) Yes, the road seems long when onejourneys all alone for . . . (he consults his watch) . . . yes . . . (he calculates) . . .yes, six hours, that's right, six hours on end, and never a soul in sight. (To Lucky.)Coat! (Lucky puts down the bag, advances, gives the coat, goes back to his place,takes up the bag.) Hold that! (Pozzo holds out the whip. Lucky advances and, bothhis hands being occupied, takes the whip in his mouth, then goes back to hisplace. Pozzo begins to put on his coat, stops.) Coat! (Lucky puts down the bag,basket and stool, helps Pozzo on with his coat, goes back to his place and takes upbag, basket and stool.) Touch of autumn in the air this evening. (Pozzo finishesbuttoning up his coat, stoops, inspects himself, straightens up.) Whip! (Luckyadvances, stoops, Pozzo snatches the whip from his mouth, Lucky goes back to hisplace.) Yes, gentlemen, I cannot go for long without the society of my likes (heputs on his glasses and looks at the two likes) even when the likeness is animperfect one. (He takes off his glasses.) Stool! (Lucky puts down bag and basket,advances, opens stool, puts it down, goes back to his place, takes up bag andbasket.) Closer! (Lucky puts down bag and basket, advances, moves stool, goesback to his place, takes up bag and basket. Pozzo sits down, places the butt of hiswhip against Lucky's chest and pushes.) Back! (Lucky takes a step back.) Further!(Lucky takes another step back.) Stop! (Lucky stops. To Vladimir and Estragon.)That is why, with your permission, I propose to dally with you a moment, before Iventure any further. Basket! (Lucky advances, gives the basket, goes back to hisplace.) The fresh air stimulates the jaded appetite. (He opens the basket, takes outa piece of chicken and a bottle of wine.) Basket! (Lucky advances, picks up thebasket and goes back to his place.) Further! (Lucky takes a step back.) He stinks.Happy days!He drinks from the bottle, puts it down and begins to eat. Silence. #Vladimir and Estragon, cautiously at first, then more boldly, begin to circle aboutLucky, inspecting him up and down. Pozzo eats his chicken voraciously, throwingaway the bones after having sucked them. Lucky sags slowly, until bag and baskettouch the ground, then straightens up with a start and begins to sag again.Rhythm of one sleeping on his feet.",ESTRAGON:What ails him?,VLADIMIR:He looks tired.,ESTRAGON:Why doesn't he put down his bags?,VLADIMIR:How do I know? (They close in on him.) Careful!,ESTRAGON:A cretin.,1
55,VLADIMIR:Look!,ESTRAGON:What?,VLADIMIR:(pointing). His neck!,ESTRAGON:(looking at the neck). I see nothing.,VLADIMIR:Here.Estragon goes over beside Vladimir.,"ESTRAGON:(forcibly). Bags. (He points at Lucky.) Why? Always hold. (He sags, panting.)Never put down. (He opens his hands, straightens up with relief.) Why?",1
56,VLADIMIR:A running sore!,ESTRAGON:It's the rope.,VLADIMIR:It's the rubbing.,ESTRAGON:It's inevitable.,ESTRAGON:You gave me a fright.,VLADIMIR:It's the knot.,2
57,VLADIMIR:(grudgingly). He's not bad looking.,"ESTRAGON:(shrugging his shoulders, wry face.) Would you say so?",VLADIMIR:A trifle effeminate.,ESTRAGON:Look at the slobber.,"POZZO:Old dogs have more dignity. (He proffers his handkerchief to Estragon.) Comforthim, since you pity him. (Estragon hesitates.) Come on. (Estragon takes thehandkerchief.) Wipe away his tears, he'll feel less forsaken.Estragon hesitates.",VLADIMIR:It's inevitable.,2
58,VLADIMIR:Perhaps he's a halfwit.,ESTRAGON:A cretin.,VLADIMIR:(looking closer). Looks like a goiter.,ESTRAGON:(ditto). It's not certain.,VLADIMIR:He's panting.,ESTRAGON:Good idea.,1
59,VLADIMIR:And his eyes!,ESTRAGON:What about them?,VLADIMIR:Goggling out of his head. #,ESTRAGON:Looks like his last gasp to me.,VLADIMIR:Show me.ESTRAGON:There's nothing to show.,VLADIMIR:It's not certain. (Pause.) Ask him a question.,2
60,VLADIMIR:What do we risk?,ESTRAGON:(timidly). Mister . . .,VLADIMIR:Louder.,ESTRAGON:(louder). Mister . . .,ESTRAGON:I dreamt that—,"POZZO:Leave him in peace! (They turn toward Pozzo who, having finished eating, wipeshis mouth with the back of his hand.) Can't you see he wants to rest? Basket! (Hestrikes a match and begins to light his pipe. Estragon sees the chicken bones onthe ground and stares at them greedily. As Lucky does not move Pozzo throws thematch angrily away and jerks the rope.) Basket! (Lucky starts, almost falls,recovers his senses, advances, puts the bottle in the basket and goes back to hisplace. Estragon stares at the bones. Pozzo strikes another match and lights hispipe.) What can you expect, it's not his job. (He pulls at his pipe, stretches out hislegs.) Ah! That's better.",2
61,"POZZO:What is it, my good man?","ESTRAGON:Er . . . you've finished with the . . . er . . . you don't need the . . . er . . . bones, Sir?",VLADIMIR:(scandalized). You couldn't have waited?,"POZZO:No no, he does well to ask. Do I need the bones? (He turns them over with the endof his whip.) No, personally I do not need them any more. (Estragon takes a steptowards the bones.) But . . . (Estragon stops short) . . . but in theory the bones goto the carrier. He is therefore the one to ask. (Estragon turns towards Lucky,hesitates.) Go on, go on, don't be afraid, ask him, he'll tell you.Estragon goes towards Lucky, stops before him.",ESTRAGON:(circling about Lucky). What?,"ESTRAGON:Mister . . . excuse me, Mister . . .",2
62,"ESTRAGON:Excuse me, Mister, the bones, you won't be wanting the bones?Lucky looks long at Estragon.","POZZO:(in raptures). Mister! (Lucky bows his head.) Reply! Do you want them or don'tyou? (Silence of Lucky. To Estragon.) They're yours. (Estragon makes a dart atthe bones, picks them up and begins to gnaw them.) I don't like it. I've neverknown him to refuse a bone before. (He looks anxiously at Lucky.) Nice businessit'd be if he fell sick on me!He puffs at his pipe.","VLADIMIR:(exploding). It's a scandal!Silence. Flabbergasted, Estragon stops gnawing, looks at Pozzo and Vladimir inturn. Pozzo outwardly calm. Vladimir embarrassed.",POZZO:(To Vladimir). Are you alluding to anything in particular?,ESTRAGON:Just so!,VLADIMIR:(stutteringly resolute). To treat a man . . . (gesture towards Lucky) . . . like that . . .I think that . . . no . . . a human being . . . no . . . it's a scandal!,2
63,"POZZO:You are severe. (To Vladimir.) What age are you, if it's not a rude question?(Silence.) Sixty? Seventy? (To Estragon.) What age would you say he was?",ESTRAGON:Eleven.,"POZZO:I am impertinent. (He knocks out his pipe against the whip, gets up.) I must begetting on. Thank you for your society. (He reflects.) Unless I smoke another pipebefore I go. What do you say? (They say nothing.) Oh I'm only a small smoker, avery small smoker, I'm not in the habit of smoking two pipes one on top of theother, it makes (hand to heart, sighing) my heart go pit-a-pat. (Silence.) It's thenicotine, one absorbs it in spite of one's precautions. (Sighs.) You know how it is.(Silence.) But perhaps you don't smoke? Yes? No? It's of no importance.(Silence.) But how am I to sit down now, without affectation, now that I haverisen? Without appearing to –how shall I say– without appearing to falter. (ToVladimir.) I beg your pardon? (Silence.) Perhaps you didn't speak? (Silence.) It'sof no importance. Let me see . . .He reflects.",ESTRAGON:Ah! That's better.He puts the bones in his pocket.,VLADIMIR:Let's go.,VLADIMIR:Let's wait till we know exactly how we stand.,1
64,POZZO:One moment! (He jerks the rope.) Stool! (He points with his whip. Lucky movesthe stool.) More! There! (He sits down. Lucky goes back to his place.) Done it!He fills his pipe.,VLADIMIR:(vehemently). Let's go!,"POZZO:I hope I'm not driving you away. Wait a little longer, you'll never regret it.",ESTRAGON:(scenting charity). We're in no hurry.,VLADIMIR:Let them remain private. You know I can't bear that.,"POZZO:(having lit his pipe). The second is never so sweet . . . (he takes the pipe out of hismouth, contemplates it) . . . as the first I mean. (He puts the pipe back in hismouth.) But it's sweet just the same.",2
65,"POZZO:He can no longer endure my presence. I am perhaps not particularly human, butwho cares? (To Vladimir.) Think twice before you do anything rash. Suppose yougo now while it is still day, for there is no denying it is still day. (They all look upat the sky.) Good. (They stop looking at the sky.) What happens in that case– (hetakes the pipe out of his mouth, examines it) –I'm out– (he relights his pipe) –inthat case– (puff) –in that case– (puff) –what happens in that case to yourappointment with this . . . Godet . . . Godot . . . Godin . . . anyhow you see who Imean, who has your future in his hands . . . (pause) . . . at least your immediatefuture?",VLADIMIR:Who told you?,POZZO:He speaks to me again! If this goes on much longer we'll soon be old friends.,ESTRAGON:Why doesn't he put down his bags?,POZZO:He's not pleased.,"POZZO:I too would be happy to meet him. The more people I meet the happier I become.From the meanest creature one departs wiser, richer, more conscious of one'sblessings. Even you . . . (he looks at them ostentatiously in turn to make it clearthey are both meant) . . . even you, who knows, will have added to my store.",2
66,POZZO:But that would surprise me.,VLADIMIR:You're being asked a question.,"POZZO:(delighted). A question! Who? What? A moment ago you were calling me Sir, infear and trembling. Now you're asking me questions. No good will come of this!",VLADIMIR:(to Estragon). I think he's listening.,ESTRAGON:Tell it to me.,ESTRAGON:(circling about Lucky). What?,2
67,ESTRAGON:Ask him what?,VLADIMIR:Why he doesn't put down his bags.,ESTRAGON:I wonder.,"VLADIMIR:Ask him, can't you?",ESTRAGON:And why not?,"POZZO:(who has followed these exchanges with anxious attention, fearing lest thequestion get lost). You want to know why he doesn't put down his bags, as youcall them.",2
68,POZZO:(to Estragon). You are sure you agree with that?,ESTRAGON:He's puffing like a grampus.,"POZZO:The answer is this. (To Estragon). But stay still, I beg of you, you're making menervous!",VLADIMIR:Here.,ESTRAGON:What is it?,ESTRAGON:What about hanging ourselves?,1
69,"POZZO:Good. Is everybody ready? Is everybody looking at me? (He looks at Lucky, jerksthe rope. Lucky raises his head.) Will you look at me, pig! (Lucky looks at him.)Good. (He puts the pipe in his pocket, takes out a little vaporizer and sprays histhroat, puts back the vaporizer in his pocket, clears his throat, spits, takes out thevaporizer again, sprays his throat again, puts back the vaporizer in his pocket.) Iam ready. Is everybody listening? Is everybody ready? (He looks at them all inturn, jerks the rope.) Hog! (Lucky raises his head.) I don't like talking in avacuum. Good. Let me see.He reflects.",ESTRAGON:I'm going.,POZZO:What was it exactly you wanted to know?,VLADIMIR:Why he—,"POZZO:(angrily). Don't interrupt me! (Pause. Calmer.) If we all speak at once we'll neverget anywhere. (Pause.) What was I saying? (Pause. Louder.) What was I saying?Vladimir mimics one carrying a heavy burden. Pozzo looks at him, puzzled.",VLADIMIR:You want to get rid of him?,1
70,"POZZO:Ah! Why couldn't you say so before? Why he doesn't make himself comfortable?Let's try and get this clear. Has he not the right to? Certainly he has. It followsthat he doesn't want to. There's reasoning for you. And why doesn't he want to?(Pause.) Gentlemen, the reason is this.",VLADIMIR:(to Estragon). Make a note of this.,"POZZO:He wants to impress me, so that I'll keep him.",ESTRAGON:What?,ESTRAGON:It's awful.,"POZZO:Perhaps I haven't got it quite right. He wants to mollify me, so that I'll give up theidea of parting with him. No, that's not exactly it either.",2
71,"POZZO:He wants to cod me, but he won't.",VLADIMIR:You want to get rid of him?,POZZO:He imagines that when I see how well he carries I'll be tempted to keep him on inthat capacity.,ESTRAGON:You've had enough of him?,"VLADIMIR:(gloomily). It's too much for one man. (Pause. Cheerfully.) On the other handwhat's the good of losing heart now, that's what I say. We should have thought ofit a million years ago, in the nineties.",POZZO:In reality he carries like a pig. It's not his job.,2
72,"POZZO:He imagines that when I see him indefatigable I'll regret my decision. Such is hismiserable scheme. As though I were short of slaves! (All three look at Lucky.)Atlas, son of Jupiter! (Silence.) Well, that's that, I think. Anything else?Vaporizer.",VLADIMIR:You want to get rid of him?,POZZO:Remark that I might just as well have been in his shoes and he in mine. If chancehad not willed otherwise. To each one his due.,VLADIMIR:You waagerrim?,POZZO:I beg your pardon?,VLADIMIR:I think so too.Silence.,1
73,"POZZO:I do. But instead of driving him away as I might have done, I mean instead ofsimply kicking him out on his arse, in the goodness of my heart I am bringing himto the fair, where I hope to get a good price for him. The truth is you can't drivesuch creatures away. The best thing would be to kill them.Lucky weeps.",ESTRAGON:He's crying!,"POZZO:Old dogs have more dignity. (He proffers his handkerchief to Estragon.) Comforthim, since you pity him. (Estragon hesitates.) Come on. (Estragon takes thehandkerchief.) Wipe away his tears, he'll feel less forsaken.Estragon hesitates.","VLADIMIR:Here, give it to me, I'll do it.Estragon refuses to give the handkerchief.Childish gestures.",ESTRAGON:I wonder.,"POZZO:Make haste, before he stops. (Estragon approaches Lucky and makes to wipe hiseyes. Lucky kicks him violently in the shins. Estragon drops the handkerchief,recoils, staggers about the stage howling with pain.) Hanky!Lucky puts down bag and basket, picks up handkerchief and gives it to Pozzo,goes back to his place, picks up bag and basket.",2
74,"VLADIMIR:(to Estragon). Show me. (Estragon shows his leg. To Pozzo, angrily.) He'sbleeding!",POZZO:It's a good sign.,ESTRAGON:(on one leg). I'll never walk again!,VLADIMIR:(tenderly). I'll carry you. (Pause.) If necessary.,ESTRAGON:His correspondents.VLADIMIR:His books.,"POZZO:He's stopped crying. (To Estragon.) You have replaced him as it were. (Lyrically.)The tears of the world are a constant quantity. For each one who begins to weep,somewhere else another stops. The same is true of the laugh. (He laughs.) Let usnot then speak ill of our generation, it is not any unhappier than its predecessors.(Pause.) Let us not speak well of it either. (Pause.) Let us not speak of it at all.(Pause. Judiciously.) It is true the population has increased.",2
75,POZZO:Guess who taught me all these beautiful things. (Pause. Pointing to Lucky.) MyLucky!,VLADIMIR:(looking at the sky.) Will night never come?,"POZZO:But for him all my thoughts, all my feelings, would have been of common things.(Pause. With extraordinary vehemence.) Professional worries! (Calmer.) Beauty,grace, truth of the first water, I knew they were all beyond me. So I took a knook.",VLADIMIR:(startled from his inspection of the sky). A knook?,ESTRAGON:Or Thursday?,"POZZO:That was nearly sixty years ago . . . (he consults his watch) . . . yes, nearly sixty.(Drawing himself up proudly.) You wouldn't think it to look at me, would you?Compared to him I look like a young man, no? (Pause.) Hat! (Lucky puts downthe basket and takes off his hat. His long white hair falls about his face. He putshis hat under his arm and picks up the basket.) Now look. (Pozzo takes off hishat. [All four wear bowlers.] He is completely bald. He puts on his hat again.) Didyou see?",2
76,ESTRAGON:Swine!Pozzo more and more agitated.VLADIMIR:After having sucked all the good out of him you chuck him away like a . . . like abanana skin. Really . . .,"POZZO:(groaning, clutching his head). I can't bear it . . . any longer . . . the way he goeson . . . you've no idea . . . it's terrible . . . he must go . . . (he waves his arms) . . .I'm going mad . . . (he collapses, his head in his hands) . . . I can't bear it . . . anylonger . . .Silence. All look at Pozzo.",VLADIMIR:He can't bear it.,ESTRAGON:Any longer.,VLADIMIR:He's going mad.,VLADIMIR:We'll come back tomorrow.,1
77,VLADIMIR:(to Lucky). How dare you! It's abominable! Such a good master! Crucify him likethat! After so many years! Really!,POZZO:(sobbing). He used to be so kind . . . so helpful . . . and entertaining . . . my goodangel . . . and now . . . he's killing me.,ESTRAGON:( to Vladimir). Does he want to replace him?,VLADIMIR:What?,VLADIMIR:You can ask him now. He's on the alert.,ESTRAGON:Does he want someone to take his place or not?,2
78,ESTRAGON:What?,VLADIMIR:I don't know.,ESTRAGON:Ask him.,"POZZO:(calmer). Gentlemen, I don't know what came over me. Forgive me. Forget all Isaid. (More and more his old self.) I don't remember exactly what it was, but youmay be sure there wasn't a word of truth in it. (Drawing himself up, striking hischest.) Do I look like a man that can be made to suffer? Frankly? (He rummagesin his pockets.) What have I done with my pipe?",VLADIMIR:Charming evening we're having.,VLADIMIR:(vehemently). Let's go!,1
